Species,Total,Positive,Percentage,MSW05_Family,MSW05_Genus,8-1_AdultForearmLen_mm,12-1_HabitatBreadth,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,BodyMass-Value,BodyMass-SpecLevel,No_VF,RNA,DNA,Retro,Zoo,PhyloClust56,PhyloClust41,label,log_27-2_HuPopDen_Mean_n/km2,28-2_Temp_Mean_01degC_2,cluster_location,cluster_weather,gdp,poultry,livestock_mam,earth1_trees_needl,earth10_snowice,earth11_barren,earth12_water,earth2_trees_everg,earth3_trees_decid,earth4_trees_other,earth5_shrubs,earth6_veg_herba,earth7_veg_manag,earth8_veg_flood,earth9_urban,gens,mamdiv,pubs_fit,crop,past,pop,crop_change,past_change,pop_change,c,c2,cluster_weather_DBSCAN
Pteropus lylei,367,68,0.18528610399999998,Pteropodidae,Pteropus,151.74,1,111952.43,15.05,6.58,10.82,108.48,98.87,103.67,3,148.94,8.0,0.08,167.45,259.48,1255.59,1749.45,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,316.67,1,2,1,1,0,1,PC7,PC38,1,5.003543540282499,67329.87040000001,Asia,1,2967.1335387272748,3145609.3690732727,256740.06786847275,0.11589898989898982,0.0006957070707070713,0.1661919191919192,31.83652146464645,15.106540404040404,1.937780303030304,5.725656565656565,4.856686868686866,0.7468712121212124,38.40539772727272,0.7436489898989896,0.3658952020202021,118.00984846893313,104.30909090909093,5.442259155171267,0.2717147454545455,0.03187276363636364,1217483.3886110364,0.0064984727272727255,0.00950798181818182,195094.9448600182,#FF0000,3,0
Phyllostomus discolor,12,2,0.166666667,Phyllostomidae,Phyllostomus,62.5,1,12188897.67,19.64,-23.02,-1.69,-34.79,-97.09,-65.94,0,22.61,0.0,0.12,154.15,242.55,1302.43,1549.16,30,0,0,0,40,30,0,0,ABC,S,B,1,0,34.13,1,1,1,0,0,0,PC3,PC12,1,3.1183922862898785,58830.5025,America,1,7091.046730381724,909262.3131581958,239644.05259779305,0.11078948457019942,0.031712118391660486,2.5455375610159683,13.221253102506823,43.726259876313364,2.138626003143873,11.508583447091903,5.313259752213126,3.7477094709191694,16.663228365185713,0.8438413171175647,0.16048337056341533,108.53129550016087,147.30603127326881,3.362156085139913,0.0577237096053611,0.2004160551005213,230328.8548888829,0.004397104244229337,-0.002615976917349222,38815.865458664135,#FF0000,1,0
Tylonycteris pachypus,598,98,0.16387959900000001,Vespertilionidae,Tylonycteris,26.24,1,4251795.63,28.55,-8.96,9.79,128.34,74.1,101.22,1,154.95,5.0,0.11,184.32,229.24,1277.53,1550.05,100,0,0,0,0,0,0,0,ABC,A,A,1,0,3.58,1,2,1,1,0,2,PC1,PC1,1,5.043102484233756,52550.97760000001,Asia,1,3088.0249682340755,3252142.428433159,798418.0816856492,1.4856079401319124,0.18369837645865045,0.2656814434297309,33.67819577625564,15.767800799086757,1.818802130898021,7.7128869228817925,3.561033992897006,1.3515830162354134,33.37321099695584,0.3881796042617964,0.4223187468290207,107.40979671581906,88.19086757990867,7.590540877266643,0.3098902803652965,0.05597948036529679,1817620.7777790225,0.0015239662100456602,-0.00012878812785388228,279496.79572997824,#FF0000,2,0
Vespertilio sinensis,276,44,0.15942029,Vespertilionidae,Vespertilio,48.5,1,738710.66,49.95,21.9,35.92,142.07,108.26,125.16,1,309.79,1.0,0.02,74.05,72.35,660.06,752.01,100,0,0,0,0,0,0,0,ABC,A,A,1,0,24.3,1,4,3,1,0,3,PC1,PC1,1,5.735894648572187,5234.522499999999,Asia,0,7681.8743190610585,6150163.168429395,853963.5118651044,4.617026345291488,0.08017656950672639,6.56191620993191,20.325610363726963,2.00695440956652,3.664189918618168,16.532919261750536,1.9601311036372688,10.948285687593419,31.992588855671805,0.2837113851519682,0.9966234844710168,62.042897799887115,50.795216741405106,19.65004693178113,0.2115472242152468,0.2238584872944697,1823231.0566308068,-0.0106984110612855,0.0010107533632287,177579.33250830806,#FF0000,2,2
Cynopterus brachyotis,259,41,0.158301158,Pteropodidae,Cynopterus,64.21,1,2220429.06,27.65,-4.18,11.73,126.6,74.37,100.48,0,190.51,4.0,0.12,195.98,244.45,1328.22,1611.42,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,31.15,1,2,2,0,0,1,PC7,PC42,1,5.249704686627344,59755.8025,Asia,1,3112.4146801942416,2875550.6954851206,819705.8830506098,1.350774356086856,0.058197909447909424,0.10803259990759992,31.928225773850713,16.911376256063757,1.9921426715176715,7.658929097366602,3.6575543572418563,0.8148447967197973,34.727880356317854,0.3956987756987759,0.4051397551397551,108.78353147484043,90.89397089397087,6.782749563152434,0.31186425259875256,0.05032078378378376,1796909.20237042,0.0012134792099792065,-0.0005798960498960508,278002.23132755427,#FF0000,3,0
Myotis nattereri,123,19,0.154471545,Vespertilionidae,Myotis,39.35,1,4811054.08,61.85,30.25,46.05,68.43,-10.47,28.97,0,124.35,10.0,0.01,53.52,83.23,461.22,637.45,100,0,0,0,0,0,0,0,ABC,S,A,1,0,7.14,1,4,3,1,0,2,PC1,PC4,1,4.823100170249414,6927.232900000001,Europe,0,13016.101800392136,1315119.4432260543,342703.14681107923,4.024284107613546,0.10153601480129762,21.193763274280172,16.525245716747776,0.03052786648418491,4.633775281326035,10.63247715810014,4.669970600162205,7.337634707015411,29.564651827352012,0.5177030426297647,0.7698287015916454,61.75900283078503,48.5625,19.372753788424827,0.2323020301094889,0.2326606026459852,474065.7645775272,-0.0122782212591241,5.626824817512988e-06,29841.507462098994,#FF0000,2,2
Otomops martiensseni,169,24,0.142011834,Molossidae,Otomops,65.31,1,6798311.47,5.19,-32.66,-13.73,42.17,13.88,28.03,0,33.97,2.0,0.15,95.23,226.35,1019.57,1508.4,100,0,0,0,0,0,0,0,ABC,A,A,1,0,34.3,1,3,2,1,0,2,PC1,PC7,1,3.5254777821724925,51234.3225,Africa,1,2591.456215132453,354876.52584973455,203819.810712686,0.09695260092694227,0.00013309549945115249,3.878447219173069,5.682301805098184,17.37795295157948,8.405914593243084,24.079026100744013,15.170892639346258,9.452921545310392,15.348440663495545,0.3685824490791556,0.11677087144773755,100.88133049754194,117.67178924259056,3.422224602261366,0.06297269593852901,0.3492778748627878,294454.1801441211,0.0027735389681668504,0.004484811196487375,66300.51723278045,#FF0000,2,0
Myotis davidii,116,16,0.137931034,Vespertilionidae,Myotis,38.155,1,737413.1,28.57,17.36,23.68,50.48,4.1,31.91,1,74.39,4.0,0.08,94.68,155.23,836.19,1161.64,100,0,0,0,0,0,0,0,D1,A,A,1,0,7.74,0,5,4,1,0,2,PC1,PC4,1,4.309321524203249,24096.3529,Europe,0,9006.38822133091,264618.96567727736,30832.015135656206,0.00014646231258985424,5.4297597042513876e-05,94.56993620353252,4.069667411172723,0.0015824604641610173,0.0015451067981104975,0.01647116964469092,0.6258859622098996,0.3955060073937153,0.2537401160402548,0.0021273618812897924,0.06415087800369687,110.46612729230196,18.78373382624769,2.1300002252386983,0.004535029574861367,0.03649920332717189,74862.5955232846,0.0004780979667282808,0.0008438114602587801,15646.242661844732,#FF0000,2,1
Chaerephon pumilus,15,2,0.133333333,Molossidae,Chaerephon,38.99,1,14309050.1,17.23,-34.83,-8.8,50.26,-17.53,16.36,0,36.24,1.0,0.14,96.01,238.79,958.76,1545.68,100,0,0,0,0,0,0,0,ABC,A,A,1,0,10.98,1,1,1,0,0,1,PC1,PC7,1,3.5901634811747787,57020.6641,Africa,1,2126.753019244185,432192.9250893757,329761.53230218077,0.04856045022175537,0.00012951534780578902,10.09597645308124,8.684752494747892,12.156537041900089,5.909497476073773,20.847938513947266,12.818237774276373,10.085479217728755,18.84800908905225,0.3868980144140988,0.1082825630252101,108.19238221565037,98.96481092436971,3.374684925048573,0.09220237184873943,0.33140157247899144,359772.36436285026,0.00870547163865546,0.0016048482142857114,84391.34846929784,#FF0000,2,0
Nyctalus plancyi,32,4,0.125,Vespertilionidae,Nyctalus,51.58,1,448501.74,35.79,21.9,28.85,122.13,114.38,118.25,70,485.79,106.0,0.05,105.67,149.43,999.36,1052.19,100,0,0,0,0,0,0,0,D1,A,A,1,0,26.44,0,0,0,0,0,0,PC1,PC1,1,6.18577643175349,22329.324900000003,Asia,0,2664.206059999997,14300219.010560645,1724334.8592954946,7.366195388349509,0.009342637540453074,0.20828478964401292,20.004275889967644,6.4419302858683976,0.8204881337648332,14.980279800431495,2.690151699029125,0.6068965749730313,44.47340547464941,0.5958919902912623,1.8107605177993524,81.28190808835917,59.349514563106794,28.907095118241692,0.3320453300970874,0.0462304854368932,4506983.363051301,0.000836728155339796,-0.000293747572815534,559633.8803396504,#FF0000,2,1
Chaerephon plicatus,32,4,0.125,Molossidae,Chaerephon,46.39,1,4893584.82,31.02,-8.96,11.03,126.6,71.16,98.88,1,244.83,9.0,0.1,155.19,250.06,1101.45,1563.04,100,0,0,0,0,0,0,0,ABC,A,A,1,0,21.83,1,2,2,0,0,2,PC1,PC7,1,5.500564092149261,62530.0036,Asia,1,2948.814316666619,3315103.1900918954,863707.7614883778,1.633663166487744,0.42965098854893535,0.9250067655215594,31.346419976739984,14.045885724190386,1.7152868357487918,7.872244140275557,3.8267863772589017,3.1282537126498484,34.27062147745571,0.3708412171229204,0.4451224503489,103.94843240837812,84.56280193236715,7.8567669222684815,0.3093282367149756,0.07050115539452488,1853714.87586674,0.0009079999999999963,1.6569243156198647e-05,278565.1093298721,#FF0000,2,0
Rhinolophus ferrumequinum,2168,247,0.113929889,Rhinolophidae,Rhinolophus,63.68,1,6797743.37,53.47,23.49,38.48,142.07,-9.49,66.28,0,161.37,6.0,0.07,59.9,108.69,510.66,954.79,100,0,0,0,0,0,0,0,ABC,A,B,1,0,21.06,1,15,7,6,2,5,PC5,PC25,1,5.083699864953261,11813.5161,Europe,0,8305.333948172483,1958615.3179614816,510507.4250158247,2.5952930651530117,0.6277165597235932,33.053675534029786,10.772258486892614,0.9164273301250404,2.254644345727763,7.364900272156392,4.531084101129768,12.229961661593714,24.93377277681804,0.12943039102775078,0.5916457579247553,67.89440821035741,48.63351431391905,13.085783974908425,0.17158317620927893,0.2506216831194471,790398.2960313369,-0.00842518534057256,0.002132047630799605,88544.63116798142,#FF0000,0,2
Molossus molossus,265,30,0.11320754699999999,Molossidae,Molossus,38.22,1,16538107.62,28.68,-39.01,-5.16,-34.79,-108.56,-71.68,0,32.82,0.0,0.1,137.03,226.13,1211.68,1469.82,100,0,0,0,0,0,0,0,ABC,A,A,1,0,13.58,1,7,2,4,1,4,PC1,PC7,1,3.4910380856619447,51134.7769,America,1,8353.815757366485,1177076.4397663479,278345.6647957883,0.5347820742880486,0.03239583333333337,3.8684945436508,15.393634271416914,32.47059680643087,2.9751209442110182,11.009611453956602,8.853293103699823,5.144772299544822,18.555925646300206,0.929808590102708,0.2419014793417365,102.86014987274105,122.67069327731093,5.151195070124705,0.08962287972689065,0.2208170919117647,274447.0750773991,0.005052666491596643,-0.004854096113445376,41976.68688697952,#FF0000,2,0
Myotis blythii,239,27,0.112970711,Vespertilionidae,Myotis,58.49,1,3247785.97,53.33,23.76,38.55,120.21,31.51,75.86,0,112.68,2.0,0.1,39.35,116.67,416.49,1003.83,100,0,0,0,0,0,0,0,ABC,A,A,1,0,22.47,1,6,4,2,0,5,PC1,PC4,1,4.724551943008172,13611.8889,Europe,0,5016.824367242894,1886390.381598861,571442.5433206779,2.0164408750777154,0.9840613342659208,34.68389538369301,5.136288885558207,1.1682551458832922,1.0305270228261834,5.239569622080123,5.6876917632560575,18.371813021804787,25.188211236566282,0.10990046851407732,0.3941926458832929,63.74972836502412,51.53477218225419,5.733244921051947,0.15688374620303755,0.3336113840927257,774926.3889405009,-0.008640902478017593,0.005004090327737814,103666.60528713076,#FF0000,2,2
Nyctophilus gouldi,67,7,0.104477612,Vespertilionidae,Nyctophilus,39.73,1,880409.98,-23.44,-43.64,-33.54,153.63,114.97,134.3,0,20.03,0.0,0.04,61.49,150.9,638.6,1087.83,100,0,0,0,0,0,0,0,ABC,A,B,1,0,10.0,1,0,0,0,0,0,PC1,PC1,1,2.9972311496777273,22770.81,Australia,0,31175.6115600001,165287.40556639034,265526.45903463865,0.008832793959007545,0.001632281553398058,20.16938619201725,13.106842367853297,5.43464913700108,1.8960772653721687,7.651228829557715,32.63970779395903,6.794662621359231,11.675999460625679,0.2148059600862999,0.3835733549083064,90.104692422659,30.1242718446602,4.197939753640913,0.05788188932038836,0.35594987766990305,32604.366761625268,-0.0013124524271844653,-0.009274961165048532,3006.274549784463,#FF0000,2,2
Eptesicus fuscus,651,66,0.101382488,Vespertilionidae,Eptesicus,46.69,1,13321726.93,60.21,2.09,31.15,-59.42,-126.58,-93.0,0,43.16,0.0,0.06,63.98,115.12,649.12,941.91,100,0,0,0,0,0,0,0,ABC,A,A,1,0,16.46,1,5,3,2,0,4,PC1,PC1,1,3.7649141403899336,13252.6144,America,0,29811.855004380133,1225351.3646236132,145819.29374102064,13.24558660697091,0.13034231778355507,2.3719624374157537,19.122724159926825,5.489236321731181,4.239479738349702,16.842116972366632,10.34377464254766,10.715522428028137,15.960102722414765,1.0243439786732154,0.4727309298575002,64.57162922149715,65.75606585788562,22.185962168732594,0.14324468067590962,0.17935541767764296,239016.7138954339,-0.002359693674176777,-0.0012379146447140366,31911.004734850037,#FF0000,2,2
Myotis capaccinii,70,7,0.1,Vespertilionidae,Myotis,40.0,1,1758634.4,47.44,27.03,37.23,62.29,-6.26,28.01,0,114.17,7.0,0.05,47.13,125.18,431.11,972.93,100,0,0,0,0,0,0,0,ABC,A,A,1,0,7.44,1,2,1,1,0,2,PC1,PC4,1,4.737688565688236,15670.032400000002,Europe,0,11259.33398161186,1345166.1964304098,350412.4901313742,0.9345926469218584,0.031655490360435884,43.29365773726366,18.615926352798734,0.0476013434851448,2.8893274424885944,3.2501706132998063,6.319978928005963,5.013669844928756,19.003648598304935,0.0716855266834312,0.5336333473037163,79.40633665715644,44.4953897736798,12.3420198898375,0.16489364543168472,0.22018594216261525,459172.50160542974,-0.0064043470243084644,0.0036350628667225454,49248.59987002765,#FF0000,2,2
Rhinolophus shameli,20,2,0.1,Rhinolophidae,Rhinolophus,44.49,1,662383.5,23.45,11.94,17.69,107.53,95.89,101.71,5,69.8,9.0,0.08,141.34,239.25,1109.91,1564.68,100,0,0,0,0,0,0,0,ABC,A,B,1,0,9.61,1,2,2,0,0,2,PC5,PC25,1,4.245634009768327,57240.5625,Asia,1,3074.6583117346954,3269129.8118081195,411759.7549972781,0.455954585537919,0.0008548280423280421,0.0781707451499118,11.214918430335095,23.19931712962963,4.6868557098765455,12.030794753086425,10.361482032627862,0.7194725529100532,36.774722773368616,0.19989969135802466,0.2844279100529101,108.94419880671634,136.82539682539684,4.082785708417243,0.20524904761904755,0.02999540476190476,1097966.595318905,0.0022508492063492078,0.004444611111111112,133984.1756226349,#FF0000,0,0
Rhinolophus hipposideros,180,18,0.1,Rhinolophidae,Rhinolophus,37.49,1,4202573.83,53.21,10.16,31.68,79.43,-10.47,34.47,0,107.18,10.0,0.04,51.75,96.32,466.96,859.98,100,0,0,0,0,0,0,0,ABC,A,B,1,0,4.71,1,6,4,2,0,3,PC5,PC25,1,4.674509664066704,9277.542399999998,Europe,0,8537.314381212242,1015996.3319975362,397047.2710086256,0.7696284939042506,0.4375458626556977,45.299117417484354,10.716514314269652,0.11968007648594176,1.777001685003471,3.5305854767568685,4.915006979548696,8.741597531965496,23.11877207437141,0.07077503964714027,0.5072614357220738,88.49861342511763,43.45881653285757,12.070249841722068,0.17092537704430585,0.23538586470413345,514569.71134791104,-0.0038112887303003297,0.0017356268212905107,73960.14529819065,#FF0000,0,2
Neoromicia capensis,20,2,0.1,Vespertilionidae,Neoromicia,31.54,1,15781762.19,16.33,-34.83,-9.25,44.07,-16.88,13.59,0,33.75,1.0,0.13,92.96,230.89,929.27,1505.99,100,0,0,0,0,0,0,0,ABC,A,A,1,0,5.96,1,2,2,0,0,1,PC1,PC1,1,3.5189804173185384,53310.19209999999,Africa,1,2203.8606810448064,452617.4259399275,341687.0332105032,0.05442417616614255,0.00013528563941299796,6.64764937106918,7.401335986635214,13.239565849384167,6.4881012922563,22.21942700144132,12.866836838312375,10.088861086543488,20.440012857049254,0.4243017885220124,0.11808904939727465,107.56422156677273,106.13561320754715,3.603927086331168,0.1000176633254717,0.32801183254716965,380770.3665586696,0.009609009433962258,0.0004835719339622644,88730.56902681426,#FF0000,2,0
Hipposideros commersoni,10,1,0.1,Hipposideridae,Hipposideros,95.99,1,17699930.41,17.49,-26.57,-4.54,50.48,-16.82,16.82,0,31.51,1.0,0.13,91.07,241.05,913.23,1553.76,100,0,0,0,0,0,0,0,ABC,A,A,1,0,99.09,1,2,2,0,0,1,PC5,PC31,1,3.4503049557691834,58105.10250000001,Africa,1,1802.6174733507446,426908.4354778953,326288.4195499875,0.04853212290502793,0.0001223618870266915,10.067994801365618,8.080745266914944,12.872157898820591,6.023630121042834,21.875367163252648,11.740754577901914,9.532726761328355,19.237366814090613,0.4084163563004344,0.09987197392923652,109.77185919549973,100.3027932960894,3.2841645118911567,0.0908453743016759,0.31596980558659243,366187.17991208367,0.008571988268156418,0.0011205821229050316,86087.77020850615,#FF0000,0,0
Carollia sowelli,72,7,0.097222222,Phyllostomidae,Carollia,39.835,1,4881458.89,18.12,-18.71,0.09,-51.64,-94.01,-69.89,0,26.25,0.0,0.11,149.5,236.15,1395.44,1560.88,0,0,0,0,100,0,0,0,D1,Ar,A,1,0,16.5,1,1,1,0,0,0,PC3,PC12,1,3.2676659890376327,55766.8225,America,1,6752.22021349946,759263.7230321973,166720.4492786308,0.09744447590285643,0.02273916257707309,1.9917088209387168,12.969590647414114,59.405428227633,0.6795097992953321,6.1207026236315585,3.081992103938592,4.494571457782813,10.049576569774764,0.9740058355354224,0.11502382974707424,109.09156934006249,159.65911664779162,2.5163768414125363,0.04040862287655718,0.15721279275198188,186380.30886055602,0.004958125707814268,0.00430319139297848,37174.944748528884,#FF0000,1,0
Tadarida teniotis,11,1,0.090909091,Molossidae,Tadarida,59.99,1,4732754.69,48.73,22.08,35.4,104.53,-18.16,43.18,0,86.8,4.0,0.08,52.12,116.05,450.08,1006.99,100,0,0,0,0,0,0,0,ABC,A,A,1,0,27.04,1,2,1,1,0,2,PC1,PC7,1,4.463606621666305,13467.6025,Europe,0,8149.435930083467,1096171.5797136277,446184.5133532192,0.9780730886763078,0.8469348356299592,45.081285137417886,10.392506714307414,0.919738640245985,1.7846036186083571,3.194242327183696,5.602105421743918,11.210816630603961,19.504451562084785,0.07255558877121057,0.4198098878259883,75.87969165531071,45.54321831226512,9.001308965289955,0.14406573761530567,0.23845849128800786,621968.9923217525,-0.005009879740348479,0.002732138708575333,91216.25382510897,#FF0000,2,2
Rhinolophus sinicus,5931,503,0.08480863300000001,Rhinolophidae,Rhinolophus,47.5,1,2366278.14,33.93,18.94,26.44,120.49,76.92,98.7,1,273.96,9.0,0.07,127.05,150.11,990.55,1121.64,80,0,0,0,0,0,10,10,D1,A,B,1,0,10.62,0,9,5,3,1,3,PC5,PC25,1,5.612982110329704,22533.012100000004,Asia,0,2301.2492110000007,4764237.8273633495,1370986.7812966695,3.62621584886696,1.1973018320540931,3.42235962627924,5.713517680921048,8.54605103252924,2.85127535635965,14.567665044773404,6.569273802997075,12.426669065241224,40.25614320632311,0.3082130619517544,0.5333865588450288,77.81291824051242,82.29111842105263,9.351725680360822,0.2442921809210525,0.1903031578947369,2418543.503808364,-0.00684997861842105,0.0008276414473684209,325303.23488776805,#FF0000,0,1
Myotis oxygnathus,24,2,0.083333333,Vespertilionidae,Myotis,38.155,1,2492979.74,50.8,33.35,42.08,70.58,-7.68,31.45,0,112.2,11.0,0.03,52.89,94.78,482.76,795.65,100,0,0,0,0,0,0,0,D1,A,A,1,0,21.23,1,1,1,0,0,1,PC1,PC4,1,4.720282993088596,8983.2484,Europe,0,11743.156417730645,1525600.4051198326,402478.7914909824,1.510350938498407,0.2883322794639687,22.23474341054316,17.372765464146262,0.046367367767128125,3.933947184504799,4.636761570376291,6.9546181664891815,11.546027356230033,30.57206092474264,0.08317009451544201,0.8250116480298197,66.13234505217167,52.182907348242814,19.396908386998216,0.2402213394568686,0.31658951996805124,544685.7341886336,-0.010256877795527159,0.0017328266773162914,37543.547859944025,#FF0000,2,2
Myotis volans,154,12,0.07792207799999999,Vespertilionidae,Myotis,37.5,1,4717135.24,60.8,19.12,39.96,-97.41,-137.95,-117.68,0,25.7,0.0,0.1,40.33,81.83,405.07,857.0,100,0,0,0,0,0,0,0,ABC,A,A,1,0,8.46,1,1,1,0,0,1,PC1,PC4,1,3.2464909919011737,6696.1489,America,0,32430.715424083086,697378.1095573135,106711.01813496633,19.386678198729612,0.7686271803791079,3.1160449435370046,10.66215403811254,0.2365347726356123,1.0373253806210936,15.947529743899967,17.388040620588846,17.112592256503355,13.731569935974994,0.2831405021173625,0.2911718592458157,55.15007564822992,60.974591651542646,15.59537806440069,0.14415100362976424,0.26537114882032664,146254.96592657812,-0.00491803448275862,0.0007552513611615268,22407.121082779493,#FF0000,2,2
Cardioderma cor,13,1,0.076923077,Megadermatidae,Cardioderma,54.0,1,2892359.62,18.0,-10.53,3.73,51.41,31.39,41.4,0,39.85,2.0,0.11,55.07,232.39,704.56,1613.35,100,0,0,0,0,0,0,0,ABC,G,A,1,0,27.84,1,2,1,1,0,2,PC6,PC37,1,3.6851224052362235,54005.11209999999,Africa,1,1448.9096822282593,387829.54301951046,525054.1437650735,0.09723890171927124,0.00012525660764690796,21.73722350526045,11.020549461123943,2.006614703618168,3.0645977675134697,14.806752309468814,15.833180972542973,10.904103316653844,20.311170130869893,0.1485229022324865,0.07616981011034131,110.63787503012101,95.1039260969977,2.859940360089797,0.07710480369515016,0.384487180138568,458328.9737541346,0.0032010346420323285,-0.024344561200923768,117458.03947066286,#FF0000,5,0
Rhinolophus thomasi,13,1,0.076923077,Rhinolophidae,Rhinolophus,48.5,1,571234.4,22.61,5.93,14.27,106.4,97.06,101.73,5,102.53,9.0,0.09,139.07,228.32,1095.3,1478.89,100,0,0,0,0,0,0,0,ABC,A,B,1,0,8.3,1,0,0,0,0,0,PC5,PC25,1,4.630155438682,52130.0224,Asia,1,3614.239609633031,3001596.5979259405,318816.7028223956,0.3022087479270315,0.0005477819237147596,0.0936157752902156,22.205702736318425,19.664917599502488,3.749997408789387,9.062360592868986,8.334737769485905,0.6503021351575458,35.30954031923714,0.3959950248756221,0.23913660862354896,111.60062540983593,127.5223880597015,3.7953898347349577,0.2081010970149253,0.02248796268656716,747632.5796346786,-0.0030313358208955195,0.0036206641791044756,89177.80483109699,#FF0000,0,0
Miniopterus magnater,217,16,0.073732719,Vespertilionidae,Miniopterus,49.99,1,781666.55,24.8,-10.37,7.21,147.86,95.77,121.82,1,104.32,2.0,0.08,196.74,230.09,1364.06,1621.73,100,0,0,0,0,0,0,0,ABC,A,A,1,0,14.07,1,3,3,0,0,2,PC1,PC6,1,4.647463098178343,52941.4081,Asia,1,3596.122563414631,2674399.5135211367,264577.0347452116,0.4337395131457263,0.000545729290527151,0.09898954617518824,49.235026258422536,22.561342977936288,0.997826991676575,3.9399959538908753,2.6337859195402293,0.30205088188664275,18.957654990751774,0.5624578874355931,0.278393364381028,111.2529761181515,84.75148632580262,4.9721271290410165,0.22135331629013064,0.030954153388822826,835379.1930278344,0.007515565992865636,-0.00020887277051129762,133264.26979716428,#FF0000,2,0
Miniopterus schreibersii,2240,159,0.070982143,Vespertilionidae,Miniopterus,45.99,1,49430485.11,50.89,-39.13,5.87,162.39,-17.53,72.43,0,94.58,0.0,0.1,74.56,198.74,679.41,1335.68,100,0,0,0,0,0,0,0,ABC,A,A,1,0,11.46,1,14,8,5,1,6,PC1,PC6,1,4.549446037215731,39497.587600000006,Asia,0,8326.489451420313,1338532.9082287292,387770.6862727271,0.9339222938408048,0.31241323920605696,26.18735377873268,16.712640005797653,6.1044636279926365,2.7565244867335066,9.489239231634953,8.728340111520357,8.933798888206821,19.25936225359801,0.2284275202919309,0.34792092967737503,90.44679237505129,60.02639656230817,7.456633905105332,0.13639322418661773,0.23546199349294106,608550.7318307684,-0.0006027885819521174,0.0010120705954573372,86873.97020149314,#FF0000,2,0
Myotis myotis,462,32,0.069264069,Vespertilionidae,Myotis,63.9,1,3731149.73,58.87,36.01,47.44,34.16,-9.49,12.33,3,135.16,15.0,0.00512,58.21,91.02,504.81,658.57,100,0,0,0,0,0,0,0,ABC,S,A,1,0,24.79,1,9,6,3,0,4,PC1,PC4,1,4.90645926184609,8284.640399999998,Europe,0,19546.158239278804,2091369.552487857,567340.8980333942,4.121794231281634,0.034973770983213436,5.149300143218746,25.531357580602172,0.04219990674127366,6.675952821076473,10.599654942712512,2.6932345790034695,4.122988692379433,39.40268210431654,0.2176522115640818,1.4054740374367185,58.91029271537366,53.04556354916067,42.1550694731763,0.3200338261390885,0.15768985011990402,723454.5971776881,-0.016611736211031198,-0.008312232613908871,21126.78924352518,#FF0000,2,2
Pipistrellus coromandra,29,2,0.068965517,Vespertilionidae,Pipistrellus,30.5,1,3731668.19,36.95,5.91,21.43,98.8,67.71,83.26,1,313.72,12.0,0.09,109.51,222.53,821.17,1391.61,100,0,0,0,0,0,0,0,ABC,A,A,1,0,4.6,1,1,1,0,0,0,PC1,PC1,1,5.748500868344466,49519.6009,Asia,1,2059.3840798841115,1502391.4945139228,1065242.2772044246,0.9427980784692076,2.2914548158867984,11.29129251085384,12.016807465026533,5.565844388165297,2.0282047957871057,5.563841051616019,6.229780712333167,13.354694585142292,40.13278169721822,0.1862259808650907,0.4082548440263705,84.98522525268329,61.94356005788712,7.7170448869442865,0.3104191968162083,0.11208396237337184,2071232.5690308483,0.00015755861070911622,0.000247292329956584,369128.3389520104,#FF0000,2,0
Chalinolobus morio,59,4,0.06779661,Vespertilionidae,Chalinolobus,37.0,1,2259579.36,-19.7,-43.64,-31.67,153.63,114.14,133.89,0,9.06,0.0,0.04,40.72,172.07,455.18,1179.23,100,0,0,0,0,0,0,0,ABC,A,A,1,0,8.77,1,0,0,0,0,0,PC1,PC1,1,2.2038691200548883,29608.0849,Australia,0,31175.61155999982,134816.35455943228,227775.35945879322,0.007217731335436376,0.0013531808622502628,22.469427466701717,12.642416754293736,4.543249430424116,1.5973714072905716,7.6959602830354035,32.88316300823693,7.9683638932702365,9.668766977742736,0.18506988257974047,0.317737140729057,93.82890050757187,30.32334384858045,3.6646413410033305,0.05001826971608835,0.3600920646687697,28328.655008851787,-0.0009613501577287057,-0.0013823138801261606,2818.1986794589916,#FF0000,2,-1
