Species,Total,Positive,Percentage,MSW05_Family,MSW05_Genus,8-1_AdultForearmLen_mm,12-1_HabitatBreadth,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,BodyMass-Value,BodyMass-SpecLevel,No_VF,RNA,DNA,Retro,Zoo,PhyloClust56,PhyloClust41,label,log_27-2_HuPopDen_Mean_n/km2,28-2_Temp_Mean_01degC_2,cluster_location,cluster_weather,gdp,poultry,livestock_mam,earth1_trees_needl,earth10_snowice,earth11_barren,earth12_water,earth2_trees_everg,earth3_trees_decid,earth4_trees_other,earth5_shrubs,earth6_veg_herba,earth7_veg_manag,earth8_veg_flood,earth9_urban,gens,mamdiv,pubs_fit,crop,past,pop,crop_change,past_change,pop_change,c,c2,cluster_weather_DBSCAN
Rhinolophus pusillus,1297,43,0.033153431000000004,Rhinolophidae,Rhinolophus,37.59,1,459599.24,30.75,9.95,20.35,119.25,76.23,97.74,1,284.98,11.0,0.08,101.35,198.87,924.58,1349.44,100,0,0,0,0,0,0,0,ABC,A,B,1,0,5.15,1,8,4,2,2,3,PC5,PC25,0,5.652419002367643,39549.2769,Asia,1,2287.841046125216,3967532.286468757,1263340.256105433,2.783259411960687,0.7994581875728801,0.8684678494086291,11.880660815425632,11.055293290854575,2.9788066383474936,13.114263597367987,5.887359965850406,5.543268261702481,44.265506309345334,0.3184738880559721,0.5205612818590701,95.97227082500156,92.27586206896551,9.345190253391554,0.29827705547226363,0.11545261319340325,2486636.381972984,-0.006193350824587707,0.0011973193403298347,355572.27908639744,#0000FF,0,0
Myotis horsfieldii,61,2,0.032786885,Vespertilionidae,Myotis,38.31,1,1457245.69,26.68,-8.96,8.85,125.15,72.82,98.99,1,206.87,4.0,0.13,193.27,245.85,1301.58,1633.73,100,0,0,0,0,0,0,0,ABC,A,A,1,0,6.26,1,3,2,1,0,2,PC1,PC4,0,5.3320905766549584,60442.2225,Asia,1,3065.7840686688537,3132101.6937756836,760737.7842772356,0.912700530586766,0.0007723300419929642,0.11021954091476566,35.1680766939053,16.48266059471116,1.8520892917943481,6.670182584269661,3.3904939847917404,0.6026622261945305,33.987488863352624,0.3961911247304509,0.4341138207921918,110.58080614041737,89.0929519918284,7.358855057419128,0.31905763023493355,0.04470395607763025,1806974.1074270124,0.0030887446373850783,-0.0007944279877425955,273901.2429130451,#0000FF,2,0
Murina leucogaster,193,6,0.031088083,Vespertilionidae,Murina,41.99,1,644305.67,34.59,14.33,24.46,120.1,84.67,102.38,3,249.08,7.0,0.06,121.31,122.73,909.96,1043.44,100,0,0,0,0,0,0,0,ABC,A,A,1,0,7.55,1,4,3,1,0,3,PC1,PC4,0,5.517774130004251,15062.6529,Asia,0,2570.007051318267,5481269.023123274,1206935.780185644,3.5990604166666684,0.9443824074074076,1.7089372685185182,8.711727777777778,10.83219814814816,2.6828782407407417,13.933229745370376,6.759228240740744,12.7831224537037,37.18826041666669,0.3322375000000001,0.5382167824074072,78.5710546068799,89.72166666666666,8.61399600938679,0.2152746666666669,0.1994902316666667,2132369.862953303,-0.006157141666666675,0.001146483333333334,246889.45771656,#0000FF,2,1
Pteronotus parnellii,356,11,0.030898876000000002,Mormoopidae,Pteronotus,60.09,1,8414216.78,29.31,-16.49,6.41,-34.79,-111.54,-73.16,0,32.23,0.0,0.12,152.61,240.05,1282.68,1552.85,100,0,0,0,0,0,0,0,ABC,A,A,1,0,19.67,1,4,3,1,0,3,PC3,PC13,0,3.4728976958273465,57624.0025,America,1,8421.504120779098,1033088.9699962564,207844.48715763754,0.7681881547471747,0.014599160686298756,1.1573454384228326,18.855027891198567,42.37614874618491,1.2058297244906389,10.389600552668476,5.893822589293079,4.5127979357419745,13.880597366575925,0.7949711808133311,0.15772709931535076,109.61906877378055,137.8663697104677,4.485463205234944,0.07579309131403111,0.17809693170007412,259967.65421301828,0.007336766889383819,0.0016896985894580532,42757.5980189517,#0000FF,1,0
Chalinolobus gouldii,66,2,0.03030303,Vespertilionidae,Chalinolobus,43.87,1,7346335.67,-11.11,-43.64,-27.37,168.09,113.14,140.61,0,3.44,0.0,0.03,36.09,208.38,434.79,1334.78,100,0,0,0,0,0,0,0,ABC,A,A,1,0,14.47,1,0,0,0,0,0,PC1,PC1,0,1.2354714713853072,43422.2244,Australia,0,30733.508678786984,103318.51009236807,176529.99936549808,0.005770381328073631,0.0010904832347140036,18.977687458908626,17.922551364234018,4.017694362261669,1.4905681295200517,11.430084976988823,30.70582823800129,7.508187047994733,7.499293228139389,0.1718113905325444,0.2545300788954635,99.45634653458224,31.849704142011838,3.1408587225378466,0.03797746863905327,0.3170950840236688,22510.367492817797,-0.0007495136094674544,-0.0042815846153846,2338.2569161301776,#0000FF,2,-1
Artibeus lituratus,304,9,0.029605263,Phyllostomidae,Artibeus,70.33,1,14275189.62,22.11,-29.57,-3.73,-34.79,-98.34,-66.56,0,27.78,0.0,0.11,148.64,235.91,1281.41,1521.14,10,0,0,0,80,10,0,0,ABC,Ar,A,1,0,60.54,1,2,2,0,0,1,PC3,PC12,0,3.3243163373261977,55653.5281,America,1,7347.875315806649,1114554.819750058,259868.60836140593,0.12761590470057954,0.03379078128353728,3.8261132127781403,13.769773064677697,39.329866164055204,3.2500328217786345,11.202528663160914,5.97631407848608,4.103686592258709,17.25164099949918,0.9445671013092952,0.19466306253130145,106.1478838476928,137.96973599484872,3.867151089534312,0.06826849452672247,0.2053767095943333,247536.3838440369,0.005246386992916934,-0.0022754649066323287,40055.288056379286,#0000FF,1,0
Nyctalus lasiopterus,174,5,0.028735632,Vespertilionidae,Nyctalus,64.07,1,1629085.6,58.1,35.74,46.92,58.42,-6.54,25.93,0,86.76,2.0,0.00262,49.28,74.61,456.64,649.43,100,0,0,0,0,0,0,0,ABC,A,A,1,0,49.73,1,2,1,1,0,2,PC1,PC1,0,4.463145685958674,5566.6521,Europe,0,14324.269854393999,1683459.0920071956,437566.6590462313,2.8417152886795716,0.031747721524507236,9.322103992237915,18.902795656724226,0.025612844496773087,5.88059649180185,9.2141891243677,3.124899539944185,7.002021901709398,42.362511337868476,0.1882060003488576,1.1044776404151404,58.702371069662114,54.36342229199372,28.640481937491927,0.32403706828885365,0.21765786970172707,602006.6780463143,-0.014298379905808503,-0.00028813971742543587,17627.90618759577,#0000FF,2,2
Rhinolophus pearsonii,247,7,0.028340081,Rhinolophidae,Rhinolophus,52.0,1,3427752.3,34.04,12.12,23.08,120.39,77.69,99.04,1,213.76,5.0,0.07,132.63,162.99,1013.68,1220.18,100,0,0,0,0,0,0,0,ABC,A,B,1,0,11.55,1,5,3,0,2,3,PC5,PC25,0,5.3648538903482805,26565.740100000006,Asia,1,2409.106675030304,4456969.253007731,1196758.3933820077,3.0202426292254083,0.945401318781264,2.7262534106412,9.880510932999856,9.810097203274225,2.9638031491587093,13.289109254206474,6.426103531908437,10.342410186448381,39.834549321661356,0.29718802107018355,0.4802407344247382,84.68520355690899,86.08049113233288,7.905470600224878,0.247624624829468,0.1618164079126876,2228173.3153631883,-0.005792167803547068,0.0009103069577080496,294817.4706825989,#0000FF,0,1
Eumops glaucinus,38,1,0.026315789,Molossidae,Eumops,59.73,1,11841060.24,26.61,-26.32,0.14,-39.68,-105.56,-72.62,0,30.41,0.0,0.12,147.97,232.45,1286.03,1517.73,100,0,0,0,0,0,0,0,ABC,A,A,1,0,35.38,1,2,2,0,0,2,PC1,PC7,0,3.414771501689273,54033.0025,America,1,7688.207111681665,1130709.8185857392,249626.04773441,0.4662228930954449,0.032044078183928106,3.0001035320568694,15.700735376776915,39.282715404699715,2.9217618128082368,11.372344837902515,5.928995095372798,4.186055628082387,16.064553506672443,0.8555929068755441,0.19794400021758046,106.96083468879131,136.73629242819842,4.301727147547673,0.07246870822454306,0.2003777937336816,269467.69745050464,0.006710137728459533,-0.0013089980417754605,43829.95544617037,#0000FF,2,0
Megaerops kusnotoi,41,1,0.024390244,Pteropodidae,Megaerops,51.32,1,4065.54,-6.5,-8.31,-7.41,114.24,106.15,110.19,270,579.15,270.0,0.05,239.38,230.67,1636.0,1922.0,0,0,0,0,80,20,0,0,D2,Ar,A,1,0,35.94,2,1,1,0,0,1,PC7,PC42,0,6.361561511378355,53208.64889999999,Asia,1,2726.729850000001,20080300.9921875,518350.8830755624,0.010494791666666666,0.00023003472222222213,0.5289930555555561,45.28940538194446,10.757795138888895,0.04182291666666666,3.299105902777776,1.8372786458333328,0.07327690972222223,35.475720486111115,0.4457638888888888,2.246514756944444,113.75914184235657,98.625,40.913813955898654,0.5400989375,0.0039275,6594045.44140625,0.025796500000000003,-0.0007074999999999999,873772.203125,#0000FF,3,-1
Myotis siligorensis,44,1,0.022727273,Vespertilionidae,Myotis,32.99,1,1554491.46,32.93,2.66,17.79,119.26,76.47,97.87,0,233.71,4.0,0.1,149.61,182.97,1097.96,1350.39,100,0,0,0,0,0,0,0,ABC,A,A,1,0,2.7,1,1,1,0,0,0,PC1,PC4,0,5.454081030530933,33478.0209,Asia,1,2815.833467974362,3796480.9269206575,1092024.1101657206,2.441304436007269,0.7996711124091378,1.7796142426012458,16.510312256619933,11.465567075545184,2.5556662934839043,11.196295755451722,5.3938281249999935,7.440663210669777,39.63320288161992,0.3342890057113185,0.4633607541536863,93.12216847447235,89.66939252336451,8.35814351976808,0.278557367990654,0.12972633995327104,2162794.5006934768,-0.003933716121495332,0.0010673446261682245,299381.5167430552,#0000FF,2,1
Hipposideros abae,862,19,0.022041763,Hipposideridae,Hipposideros,60.5,1,3812422.28,9.93,-2.87,3.53,32.12,-13.16,9.48,0,41.35,1.0,0.1,141.01,248.93,1287.07,1586.32,100,0,0,0,0,0,0,0,ABC,A,A,1,0,9.31,2,3,3,0,0,2,PC5,PC27,0,3.7220724214697,61966.14490000001,Africa,1,1795.2552740191454,527909.258522519,290932.12209104537,0.006872189153439151,0.00024007936507936504,0.11759325396825394,6.750530588624332,37.41865839947086,6.867705522486775,25.237599537037052,6.199636243386247,0.6570573743386241,15.697997023809519,0.9333488756613758,0.1113141534391534,113.09348578754614,133.06190476190477,4.550076390833234,0.12323551190476187,0.12513528095238102,490040.5680578285,0.01143107142857142,0.002170661904761904,112693.33225010238,#0000FF,0,0
Rhinolophus rex,49,1,0.020408163,Rhinolophidae,Rhinolophus,60.99,1,323465.19,31.07,24.5,27.79,110.2,102.21,106.2,56,208.68,88.0,0.06,108.96,144.47,989.59,1042.26,100,0,0,0,0,0,0,0,ABC,A,B,1,0,10.4,2,0,0,0,0,0,PC5,PC25,0,5.340801978154191,20871.5809,Asia,0,2664.2060599999977,7072148.158482143,2587196.6124010533,4.5494320436507945,0.04857390873015864,0.025329861111111084,0.4537041170634923,6.420625,1.4742993551587298,26.547068452380948,8.374639136904763,3.6120870535714285,47.796695188492066,0.23522073412698394,0.5112958829365079,76.7121664186508,104.96428571428572,7.805689369114122,0.2583468571428572,0.3734882321428569,2583007.7688358924,-0.008133321428571429,-0.002323410714285709,796.0705916071436,#0000FF,0,1
Rhinolophus macrotis,151,3,0.01986755,Rhinolophidae,Rhinolophus,41.99,1,1278790.8,34.77,7.8,21.28,125.2,72.85,99.02,0,172.03,4.0,0.08,131.15,129.96,987.58,1137.55,100,0,0,0,0,0,0,0,ABC,A,B,1,0,6.15,1,2,1,1,0,1,PC5,PC25,0,5.147668880208948,16889.6016,Asia,0,2463.414127518341,4054413.1041661487,1148288.1849369677,2.3035388009170403,0.8760333359991467,2.9211709586265706,16.856274058967784,8.373119001919388,2.3015451722115587,10.21484924824057,5.233118135529964,8.988031230006394,41.082736324376185,0.2924727420558753,0.5693988590317767,88.83106068587128,77.5873320537428,9.996515747930278,0.2868975287907869,0.131838216890595,2260921.1626258357,-0.0009200969289827276,0.0007163301343570058,325996.9148278715,#0000FF,0,1
Glossophaga soricina,167,3,0.017964072,Phyllostomidae,Glossophaga,35.7,1,15465868.32,29.56,-34.78,-2.61,-34.79,-110.73,-72.76,0,31.15,0.0,0.11,141.96,230.99,1244.18,1508.29,40,0,0,0,30,30,0,0,ABC,Ar,B,1,0,9.43,1,2,2,0,0,1,PC3,PC12,0,3.4388142452334622,53356.3801,America,1,8668.111945855795,1204311.71206588,271505.85894560843,0.6371949180133784,0.03210161013437522,3.664646636180673,16.09373575593443,32.84055821938077,3.0735957201207604,11.182381533771405,8.180055570354584,5.224081387261,17.884712232877526,0.9474004395311666,0.2496403465932633,103.88328105668423,124.55833777304208,5.5714845730994655,0.08586865743207248,0.2214058300479488,280196.44478073716,0.005462768247202986,-0.003822231752797022,43001.42110000748,#0000FF,1,0
Myotis evotis,56,1,0.017857143,Vespertilionidae,Myotis,36.72,1,3119769.09,54.76,25.49,40.12,-102.53,-127.89,-115.21,0,21.49,0.0,0.08,36.24,60.78,363.99,788.12,100,0,0,0,0,0,0,0,ABC,S,A,1,0,6.7,1,1,1,0,0,1,PC1,PC4,0,3.067587710654419,3694.2084,America,0,33745.86894032077,622543.6747481931,73708.77417015018,19.800636261261246,0.4054899821696695,3.0582864114114128,8.510219359984982,0.06849849849849858,1.126497278528528,11.645863832582586,24.39301191816816,18.23187722879129,12.252569561749251,0.07823819913663657,0.4130637668918919,57.01503116009186,67.59121621621621,24.63812792307697,0.12139940202702705,0.3483520135135137,137841.94763385804,-0.007805905405405397,0.0015847635135135124,23244.71213367229,#0000FF,2,2
Artibeus jamaicensis,462,8,0.017316017,Phyllostomidae,Artibeus,60.34,1,14327574.52,26.12,-25.53,0.29,-34.79,-108.79,-71.79,0,33.02,0.0,0.11,147.19,237.53,1278.5,1531.97,10,0,0,0,80,10,0,0,ABC,Ar,A,1,0,42.17,1,3,2,1,0,1,PC3,PC12,0,3.4971134384919824,56420.5009,America,1,7600.165546056156,1146012.704996803,255453.3633966603,0.4740971782700418,0.031079553445850963,3.0043374648382635,16.05016240330521,38.24313159282698,2.9441990154711664,11.724493231364287,5.891635109001412,3.99763018635724,16.63986563818565,0.8171343178621665,0.19243187412095625,107.13637137136871,136.94683544303794,4.272857275815424,0.07529571265822782,0.2005142310126581,278393.7713226906,0.006394944936708865,-0.0016416018987341805,44083.466830490506,#0000FF,1,0
Myotis bechsteinii,65,1,0.015384615,Vespertilionidae,Myotis,41.99,1,2326533.53,53.88,36.65,45.26,44.73,-9.29,17.72,3,139.49,18.0,0.01,61.16,85.35,515.69,603.2,100,0,0,0,0,0,0,0,ABC,S,A,1,0,9.47,1,4,3,1,0,3,PC1,PC4,0,4.937992914104143,7284.622499999999,Europe,0,16855.47779383179,2204526.022591914,559491.4446419887,3.02321602274284,0.04571816344704754,5.339755103438817,18.674481607069463,0.00925006850253461,6.658975544595154,8.511999845869298,2.8780666872174288,5.147868201123445,48.14901347787371,0.09122379778051797,1.4719025722701748,60.16174489926927,57.15166461159063,40.84747990216918,0.3656830850801479,0.16675242540073984,765247.1982885761,-0.014094881627620237,-0.002902633785450063,16943.472538704074,#0000FF,2,2
Hipposideros cineraceus,67,1,0.014925373,Hipposideridae,Hipposideros,34.92,1,1962284.84,32.47,-7.01,12.73,122.0,70.81,96.41,1,166.79,9.0,0.09,167.22,228.29,1146.79,1481.11,100,0,0,0,0,0,0,0,ABC,A,A,1,0,4.72,1,3,3,0,0,3,PC5,PC27,0,5.116735536089082,52116.3241,Asia,1,2820.2774647561687,3352922.244314939,939942.1688773612,1.8459028961826285,0.5205755659751821,1.3236969546272612,25.87748952117077,14.006139054655687,1.8861446788860456,8.590526250355227,4.3000838306337,4.439661421331813,36.3803756985886,0.3573298522307477,0.4827925191815859,100.94737698616855,86.91048593350384,8.700216482549228,0.30490454219948804,0.08716664961636825,1924213.3914350288,0.0008915805626598415,0.0002495038363171344,290388.38838664023,#0000FF,0,0
Hipposideros ruber,5399,64,0.011854047,Hipposideridae,Hipposideros,49.55,1,6919468.79,12.93,-11.62,0.65,42.42,-15.51,13.45,0,47.2,1.0,0.13,122.62,233.6,1174.67,1540.64,100,0,0,0,0,0,0,0,ABC,A,A,1,0,10.11,1,4,3,0,1,2,PC5,PC27,0,3.8543938925915096,54568.96,Africa,1,1387.5547397031632,462623.1491999175,388234.0510639643,0.05419390808491421,0.00017092931345980122,1.4932219681571817,6.211888550135497,21.661942538956627,7.4778324723351455,24.982642841011767,9.21862324977416,4.973722123419148,23.256513663053266,0.5590495144534778,0.09055922538392057,111.03423227416485,122.23780487804878,3.699216423030897,0.11254630182926817,0.23809608333333346,480547.86088145524,0.008359203252032503,-0.004483779471544718,117237.90509009355,#0000FF,0,0
Taphozous melanopogon,189,2,0.010582011,Emballonuridae,Taphozous,63.72,1,7234034.08,31.28,-10.37,10.45,128.9,68.93,98.92,1,222.74,9.0,0.1,153.56,236.93,1098.79,1509.4,100,0,0,0,0,0,0,0,ABC,A,A,1,1,25.94,1,6,5,0,1,3,PC4,PC22,0,5.406005171964954,56135.8249,Asia,1,3025.7012664049084,3203206.517514115,847746.5942444875,1.5679008181273026,0.41165804634626907,1.4317731624261116,32.41727008909449,13.625515131071715,1.6449346783174843,7.615046742482668,3.964478390302407,3.0377657842885286,33.488201779748145,0.3738777520774441,0.4310662426111542,104.34851957625924,82.38242097147263,7.626801598223997,0.3065465582112564,0.070528201233616,1799669.9888670163,0.0011314811102544312,-0.0002453747108712425,271596.5225879145,#0000FF,4,0
Tylonycteris robustula,125,1,0.008,Vespertilionidae,Tylonycteris,27.99,1,2491915.89,26.43,-10.14,8.14,126.29,92.83,109.56,1,146.0,9.0,0.09,183.3,231.27,1283.27,1577.24,100,0,0,0,0,0,0,0,ABC,A,A,1,0,7.62,1,2,1,1,0,1,PC1,PC1,0,4.9836066217083355,53485.8129,Asia,1,3618.229796406254,3309061.3177275327,368990.96197588416,0.8363671270504491,0.0006214213865676268,0.10878888115134636,43.556341980037146,20.52351564917981,1.4571943670690184,5.833487116991647,3.6853101787372338,0.4228219784896313,22.78806184230889,0.4434139004952027,0.34853818477251663,109.91714425788857,95.941504178273,5.751208181437124,0.2476197743732588,0.043131472144846805,1069353.2336029059,0.007498855153203347,-0.00022526323119777318,166395.91165569928,#0000FF,2,0
Plecotus auritus,128,1,0.0078125,Vespertilionidae,Plecotus,37.72,1,12452922.57,65.26,24.04,44.65,145.82,-10.47,67.67,0,110.06,1.0,0.02,50.42,46.77,449.95,625.22,100,0,0,0,0,0,0,0,ABC,S,A,1,0,7.83,1,5,3,2,0,4,PC1,PC1,0,4.701025671631613,2187.4329,Europe,0,9542.650352275445,1425073.1594080315,372038.27035176475,10.061917763286724,0.4588590622919361,23.738649076685057,10.875435257803634,0.5524322812634622,2.78789116045901,14.023189658970725,4.848468807523607,9.502606614479301,21.52799844808682,1.131985824717033,0.4835438085027219,57.425927542224386,46.19333803313359,10.931635762332784,0.1488980070496998,0.1953520608036663,567137.0889571935,-0.008242785689108209,0.0012341550934085294,57650.86302697317,#0000FF,2,2
Megaerops niphanae,130,1,0.007692308,Pteropodidae,Megaerops,57.17,1,171269.5,27.98,12.16,20.07,109.16,88.38,98.77,4,115.69,9.0,0.08,137.76,226.22,1157.82,1582.6,0,0,0,0,80,20,0,0,D2,Ar,A,1,0,32.6,1,1,1,0,0,0,PC7,PC42,0,4.750914200040797,51175.4884,Asia,1,2559.538351490388,3428705.738810785,962167.8179886885,1.92247734966149,0.1401941457586618,0.1285911987256072,12.50014809836718,19.345557048984478,3.8235401732377534,14.456435434090011,9.44110862206292,1.7940598864994015,35.79385827359616,0.3749074074074068,0.2929375746714456,101.22219890841845,121.1505376344086,5.368008530706458,0.21855761648745514,0.09956810394265228,1864799.558529108,-0.002111243727598564,0.0014896917562723993,282496.2900259174,#0000FF,3,0
Desmodus rotundus,148,1,0.0067567569999999995,Phyllostomidae,Desmodus,58.29,1,17803912.83,28.12,-34.94,-3.4,-34.79,-110.9,-72.84,0,28.84,0.0,0.1,130.09,216.33,1157.17,1460.68,0,100,0,0,0,0,0,0,ABC,G,A,1,0,31.21,1,8,4,4,0,2,PC3,PC12,0,3.3617633124167483,46798.6689,America,1,8121.10700673383,1195225.7349056464,275476.5778950295,0.5075141320204231,0.032934635606613215,3.7529818563092685,15.864789577255053,33.675201039387275,3.066752294553853,11.157209305859489,7.7968411895210314,4.9661490624240265,18.005821898553375,0.9503608223924142,0.2336933199610987,104.18693109913096,126.2571115973742,4.843305111672203,0.08535816520787742,0.21608203282275715,279408.2949956514,0.005579856126914665,-0.003765260940919042,42865.560823872016,#0000FF,1,0
Hipposideros larvatus,181,1,0.005524861999999999,Hipposideridae,Hipposideros,59.99,1,3785609.68,27.47,-10.37,8.55,127.3,87.94,107.62,1,177.89,9.0,0.09,176.61,229.17,1257.98,1511.2,100,0,0,0,0,0,0,0,ABC,A,A,1,0,19.85,1,4,2,2,0,2,PC5,PC27,0,5.181165381737178,52518.88889999999,Asia,1,3485.4405476263964,3411836.5081741936,494372.68465202884,1.1123739195594595,0.0007636274919838293,0.11360048097030533,42.231527080719374,19.69481597657883,1.4284043461592082,6.524431374599192,3.8676313955109447,0.5062371915516526,23.690521835354826,0.4873720897811237,0.34766720688693714,108.92918726820864,93.96361355081557,6.188054985535987,0.2527913814303637,0.04756725721455457,1373470.29862692,0.0044461242158092785,-0.0003409736511919715,215977.91309231642,#0000FF,0,0
Hipposideros pomona,951,5,0.005257624,Hipposideridae,Hipposideros,40.5,1,3983753.98,28.82,4.16,16.49,121.79,75.45,98.62,1,207.07,9.0,0.08,141.93,213.41,1046.44,1402.51,100,0,0,0,0,0,0,0,ABC,A,A,1,0,6.2,1,8,5,3,0,3,PC5,PC27,0,5.3330569003519335,45543.8281,Asia,1,2757.932900091749,3462451.061590312,1074211.7556415377,2.1907995495495487,0.27160275900900904,0.3312604166666667,22.82615099474475,12.579417417417426,2.6219308370870875,10.927200919669666,4.913910942192191,1.9379405030030032,40.5563028340841,0.3434317755255256,0.5116234984984981,104.41882768867671,92.28513513513514,8.895108412059118,0.3096428067567566,0.07579936621621619,2257076.61752073,-0.0031039932432432448,0.0007884351351351343,342090.1436029461,#0000FF,0,0
Hipposideros armiger,1856,5,0.002693966,Hipposideridae,Hipposideros,89.49,1,4465866.75,33.01,1.26,17.13,122.13,77.88,100.01,1,209.75,9.0,0.08,143.35,185.89,1069.98,1300.83,100,0,0,0,0,0,0,0,ABC,A,A,1,0,53.0,1,8,4,3,1,4,PC5,PC27,0,5.345916345347316,34555.092099999994,Asia,1,2999.10787938776,3900078.0764338514,970009.8068370672,2.417985657719745,0.7066620571877643,1.6164147321968316,21.910752629669926,12.851535409865804,2.321810316164914,10.65983050719382,5.024307973642841,6.833255878974727,34.84189729174225,0.3649322179905695,0.4628891609237091,93.67197148404676,88.8683351468988,8.172509585979768,0.25286390859630026,0.11921195973884653,2004900.757428769,-0.001707976060935798,0.0008808052230685531,270110.4268496259,#0000FF,0,1
Taphozous longimanus,12,0,0.0,Emballonuridae,Taphozous,58.49,1,4343701.3,28.26,-8.96,9.65,123.01,72.61,97.81,1,217.19,8.0,0.1,158.24,249.1,1137.84,1570.56,100,0,0,0,0,0,0,0,ABC,A,A,1,1,26.92,1,0,0,0,0,0,PC4,PC22,0,5.380772546484231,62050.81,Asia,1,2949.4118616703167,3246987.5444568414,825910.5983419269,1.3110856738423595,0.05652084034084536,0.13857663415181085,32.079910023545196,16.420359975894154,1.9598402988003136,7.616474871061782,3.639216279852,0.8215573494786418,35.138348189258856,0.3820232088799196,0.4450021723287364,109.05993765820921,91.23410696266396,7.533946468284867,0.3180530898082744,0.05046640867810289,1890073.856916779,0.002545880928355193,-0.0008429061553985888,288071.4843468255,#0000FF,4,0
Eptesicus bottae,35,0,0.0,Vespertilionidae,Eptesicus,42.95,1,1701007.28,47.07,13.78,30.42,80.42,28.36,54.39,0,81.35,1.0,0.12,23.53,112.75,291.75,1027.92,100,0,0,0,0,0,0,0,ABC,A,A,1,0,14.23,1,0,0,0,0,0,PC1,PC1,0,4.398760833665047,12712.5625,Europe,0,7194.785608532306,965663.8169433116,469312.70470984717,0.38332799145299135,1.00554960981048,49.39608579524341,10.969725845410624,0.06998940914158308,0.8020044593088069,1.5197962188777387,7.0133935804533785,9.11842033630621,19.28335330732069,0.0751833890746934,0.36993115942029,88.81629087679859,42.86488294314381,5.938223723796451,0.1567058909698996,0.2423308086956523,680083.6433214846,-0.002246092307692305,0.004574519732441475,134910.51511578722,#0000FF,2,2
Carollia castanea,45,0,0.0,Phyllostomidae,Carollia,36.2,1,4881458.89,16.02,-18.71,-1.34,-51.64,-88.14,-69.89,0,24.23,0.0,0.12,171.15,236.15,1395.44,1587.12,0,0,0,0,100,0,0,0,ABC,Ar,A,1,0,13.27,1,0,0,0,0,0,PC3,PC12,0,3.1875915348284343,55766.8225,America,1,6756.325042142889,734510.1978162244,165355.10154601192,0.04123882598331345,0.0239181068732618,2.093414862269896,11.06096195868097,61.35963580982646,0.6800148159184216,6.119169646404452,3.2425820255595266,4.6244975831015775,9.629543355184747,1.013664415309231,0.1140236392530789,109.01764754543993,163.14064362336114,2.4240534375806257,0.031208146603098917,0.15836080929678187,166221.037351752,0.0031400989272943962,0.005035073897497018,30757.840676150194,#0000FF,1,0
Saccopteryx bilineata,115,0,0.0,Emballonuridae,Saccopteryx,45.99,1,12018838.16,23.55,-22.53,0.5,-34.79,-105.7,-70.24,0,26.37,0.0,0.11,153.44,241.8,1296.3,1557.92,100,0,0,0,0,0,0,0,ABC,A,A,1,1,7.8,1,0,0,0,0,0,PC4,PC19,0,3.2722270003651954,58467.24000000001,America,1,7356.253177135676,1097947.2045906994,251489.7510724963,0.4070821925621716,0.029297712753821627,2.3667168130656324,15.623881426344225,40.640468429158076,2.165680707658376,11.831751416457518,5.430826346109972,3.924911922959923,16.61487774735719,0.8076776275762417,0.16753341508859995,108.26838369418007,141.37371663244352,3.6786917245644655,0.07246423613963034,0.1991637056810404,264084.2807127187,0.006206711841204657,-0.002782990417522249,42630.60523796439,#0000FF,4,0
Coleura afra,211,0,0.0,Emballonuridae,Coleura,48.0,1,5013413.14,21.09,-17.54,1.77,51.41,-13.83,18.78,0,40.72,1.0,0.1,77.86,239.85,881.64,1614.0,100,0,0,0,0,0,0,0,ABC,A,A,1,0,10.67,1,3,3,0,0,1,PC4,PC20,0,3.7067193722422673,57528.0225,Africa,1,1753.7281720197907,365529.2010734968,305278.8056549429,0.042703164832431764,0.0001145619598333644,22.792005300628023,6.9443386261891344,12.5507656764907,5.404930594416466,18.78585754367968,8.689515831934344,7.31279499316046,17.031820050674618,0.3583773627432689,0.07115475191195672,112.78451696914514,90.8964745383324,2.711603342358336,0.08313424958030215,0.2656495584778961,338415.56762246904,0.008068121992165634,-0.0003094946838276397,81757.13479597823,#0000FF,4,0
